Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Altitude,Country,Last Updated,LSOA Code,LSOA Name
B14 4NG,52.410055,-1.877263,408446,279124,SP084791,Highter's Heath,"Birmingham, unparished area",163,England,07/03/2023,E01008942,Birmingham 117A
B14 4NH,52.409012,-1.876487,408499,279008,SP084790,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008942,Birmingham 117A
B14 4NJ,52.408759,-1.875929,408537,278980,SP085789,Highter's Heath,"Birmingham, unparished area",161,England,07/03/2023,E01008946,Birmingham 122B
B14 4NL,52.409244,-1.874619,408626,279034,SP086790,Highter's Heath,"Birmingham, unparished area",160,England,07/03/2023,E01008946,Birmingham 122B
B14 4NN,52.408588,-1.874856,408610,278961,SP086789,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008945,Birmingham 122A
B14 4NP,52.407841,-1.874652,408624,278878,SP086788,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008946,Birmingham 122B
B14 4NR,52.40737,-1.871199,408859,278826,SP088788,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008946,Birmingham 122B
B14 4NS,52.407648,-1.870846,408883,278857,SP088788,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008946,Birmingham 122B
B14 4NT,52.41158,-1.865365,409255,279295,SP092792,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008945,Birmingham 122A
B14 4NU,52.411949,-1.865908,409218,279336,SP092793,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008945,Birmingham 122A
B14 4NW,52.412012,-1.866305,409191,279343,SP091793,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008945,Birmingham 122A
B14 4NX,52.405813,-1.878539,408360,278652,SP083786,Highter's Heath,"Birmingham, unparished area",160,England,07/03/2023,E01008947,Birmingham 122C
B14 4NZ,52.407106,-1.876624,408490,278796,SP084787,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008946,Birmingham 122B
B14 4PB,52.405876,-1.877774,408412,278659,SP084786,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008946,Birmingham 122B
B14 4PD,52.40491,-1.878255,408379,278552,SP083785,Highter's Heath,"Birmingham, unparished area",161,England,07/03/2023,E01008946,Birmingham 122B
B14 4PE,52.404538,-1.879924,408266,278510,SP082785,Highter's Heath,"Birmingham, unparished area",161,England,07/03/2023,E01008948,Birmingham 122D
B14 4PF,52.404464,-1.877425,408436,278502,SP084785,Highter's Heath,"Birmingham, unparished area",160,England,07/03/2023,E01008946,Birmingham 122B
B14 4PG,52.40387,-1.876854,408475,278436,SP084784,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008946,Birmingham 122B
B14 4PH,52.403986,-1.875722,408552,278449,SP085784,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008946,Birmingham 122B
B14 4PJ,52.404488,-1.87453,408633,278505,SP086785,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008946,Birmingham 122B
B14 4PN,52.403309,-1.873622,408695,278374,SP086783,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008949,Birmingham 122E
B14 4PP,52.402401,-1.873286,408718,278273,SP087782,Highter's Heath,"Birmingham, unparished area",154,England,07/03/2023,E01008949,Birmingham 122E
B14 4PR,52.403488,-1.872798,408751,278394,SP087783,Highter's Heath,"Birmingham, unparished area",151,England,07/03/2023,E01008949,Birmingham 122E
B14 4PS,52.404459,-1.873104,408730,278502,SP087785,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008949,Birmingham 122E
B14 4PU,52.404887,-1.869707,408961,278550,SP089785,Highter's Heath,"Birmingham, unparished area",151,England,07/03/2023,E01008946,Birmingham 122B
B14 4PW,52.403785,-1.872974,408739,278427,SP087784,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008949,Birmingham 122E
B14 4PX,52.405265,-1.86975,408958,278592,SP089785,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008946,Birmingham 122B
B14 4QA,52.412206,-1.870612,408898,279364,SP088793,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008945,Birmingham 122A
B14 4QB,52.411138,-1.872335,408781,279245,SP087792,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008942,Birmingham 117A
B14 4QD,52.409332,-1.873502,408702,279044,SP087790,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008945,Birmingham 122A
B14 4QE,52.410122,-1.872382,408778,279132,SP087791,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008945,Birmingham 122A
B14 4QF,52.408209,-1.873652,408692,278919,SP086789,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008946,Birmingham 122B
B14 4QG,52.407965,-1.87305,408733,278892,SP087788,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008946,Birmingham 122B
B14 4QL,52.409915,-1.871809,408817,279109,SP088791,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008945,Birmingham 122A
B14 4QN,52.409132,-1.871635,408829,279022,SP088790,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008945,Birmingham 122A
B14 4QP,52.411414,-1.869776,408955,279276,SP089792,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008945,Birmingham 122A
B14 4QQ,52.407156,-1.87292,408742,278802,SP087788,Highter's Heath,"Birmingham, unparished area",156,England,07/03/2023,E01008946,Birmingham 122B
B14 4QR,52.411242,-1.868968,409010,279257,SP090792,Highter's Heath,"Birmingham, unparished area",151,England,07/03/2023,E01008945,Birmingham 122A
B14 4QS,52.409068,-1.87043,408911,279015,SP089790,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008945,Birmingham 122A
B14 4QT,52.40888,-1.871107,408865,278994,SP088789,Highter's Heath,"Birmingham, unparished area",156,England,07/03/2023,E01008945,Birmingham 122A
B14 4QU,52.410452,-1.870102,408933,279169,SP089791,Highter's Heath,"Birmingham, unparished area",154,England,07/03/2023,E01008945,Birmingham 122A
B14 4QW,52.410489,-1.870764,408888,279173,SP088791,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008945,Birmingham 122A
B14 4QZ,52.410698,-1.881642,408148,279195,SP081791,Highter's Heath,"Birmingham, unparished area",145,England,07/03/2023,E01008943,Birmingham 117B
B14 4RA,52.410897,-1.882715,408075,279217,SP080792,Highter's Heath,"Birmingham, unparished area",146,England,07/03/2023,E01008943,Birmingham 117B
B14 4RB,52.41255,-1.881255,408174,279401,SP081794,Highter's Heath,"Birmingham, unparished area",140,England,07/03/2023,E01008943,Birmingham 117B
B14 4RD,52.412117,-1.880433,408230,279353,SP082793,Highter's Heath,"Birmingham, unparished area",143,England,07/03/2023,E01008943,Birmingham 117B
B14 4RE,52.411909,-1.879331,408305,279330,SP083793,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008943,Birmingham 117B
B14 4RF,52.412222,-1.87761,408422,279365,SP084793,Highter's Heath,"Birmingham, unparished area",154,England,07/03/2023,E01008943,Birmingham 117B
B14 4RG,52.410848,-1.879157,408317,279212,SP083792,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008943,Birmingham 117B
B14 4RH,52.411371,-1.88067,408214,279270,SP082792,Highter's Heath,"Birmingham, unparished area",145,England,07/03/2023,E01008943,Birmingham 117B
B14 4RN,52.413135,-1.882474,408091,279466,SP080794,Highter's Heath,"Birmingham, unparished area",143,England,07/03/2023,E01008943,Birmingham 117B
B14 4RT,52.413581,-1.879179,408315,279516,SP083795,Highter's Heath,"Birmingham, unparished area",140,England,07/03/2023,E01008943,Birmingham 117B
B14 4RU,52.412875,-1.882636,408080,279437,SP080794,Highter's Heath,"Birmingham, unparished area",144,England,07/03/2023,E01008943,Birmingham 117B
B14 4RX,52.412789,-1.878108,408388,279428,SP083794,Highter's Heath,"Birmingham, unparished area",147,England,07/03/2023,E01008943,Birmingham 117B
B14 4RY,52.41262,-1.879329,408305,279409,SP083794,Highter's Heath,"Birmingham, unparished area",144,England,07/03/2023,E01008943,Birmingham 117B
B14 4SA,52.412126,-1.874516,408632,279355,SP086793,Highter's Heath,"Birmingham, unparished area",156,England,07/03/2023,E01008942,Birmingham 117A
B14 4SB,52.41179,-1.877243,408447,279317,SP084793,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008942,Birmingham 117A
B14 4SJ,52.412521,-1.874456,408636,279399,SP086793,Highter's Heath,"Birmingham, unparished area",154,England,07/03/2023,E01008942,Birmingham 117A
B14 4SL,52.412646,-1.873838,408678,279413,SP086794,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008942,Birmingham 117A
B14 4SN,52.412992,-1.873859,408677,279451,SP086794,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008942,Birmingham 117A
B14 4SP,52.414315,-1.879597,408286,279598,SP082795,Highter's Heath,"Birmingham, unparished area",140,England,07/03/2023,E01008943,Birmingham 117B
B14 4ST,52.413923,-1.882524,408087,279554,SP080795,Highter's Heath,"Birmingham, unparished area",143,England,07/03/2023,E01008943,Birmingham 117B
B14 4SW,52.413523,-1.874798,408613,279510,SP086795,Highter's Heath,"Birmingham, unparished area",146,England,07/03/2023,E01008943,Birmingham 117B
B14 4TA,52.402912,-1.881178,408181,278329,SP081783,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008948,Birmingham 122D
B14 4TB,52.404097,-1.879411,408301,278461,SP083784,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008949,Birmingham 122E
B14 4TD,52.403485,-1.878369,408372,278393,SP083783,Highter's Heath,"Birmingham, unparished area",161,England,07/03/2023,E01008949,Birmingham 122E
B14 4TE,52.402238,-1.8809,408200,278254,SP082782,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008949,Birmingham 122E
B14 4TG,52.402416,-1.879107,408322,278274,SP083782,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008949,Birmingham 122E
B14 4TH,52.401293,-1.879845,408272,278149,SP082781,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008949,Birmingham 122E
B14 4TJ,52.401041,-1.879654,408285,278121,SP082781,Highter's Heath,"Birmingham, unparished area",161,England,07/03/2023,E01008949,Birmingham 122E
B14 4TL,52.401733,-1.879711,408281,278198,SP082781,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008949,Birmingham 122E
B14 4TN,52.400781,-1.880684,408215,278092,SP082780,Highter's Heath,"Birmingham, unparished area",160,England,07/03/2023,E01008949,Birmingham 122E
B14 4TP,52.400124,-1.880068,408257,278019,SP082780,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008949,Birmingham 122E
B14 4TQ,52.402264,-1.879989,408262,278257,SP082782,Highter's Heath,"Birmingham, unparished area",162,England,07/03/2023,E01008949,Birmingham 122E
B14 4TR,52.401008,-1.882447,408095,278117,SP080781,Highter's Heath,"Birmingham, unparished area",160,England,07/03/2023,E01008949,Birmingham 122E
B14 4TS,52.414025,-1.882133,408114,279565,SP081795,Highter's Heath,"Birmingham, unparished area",142,England,07/03/2023,E01008943,Birmingham 117B
B14 4TU,52.402898,-1.876151,408523,278328,SP085783,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008949,Birmingham 122E
B14 4TW,52.400403,-1.880156,408251,278050,SP082780,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008949,Birmingham 122E
B14 4TX,52.402628,-1.875711,408553,278298,SP085782,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008949,Birmingham 122E
B14 4TY,52.403564,-1.876502,408499,278402,SP084784,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008946,Birmingham 122B
B14 4TZ,52.403922,-1.875046,408598,278442,SP085784,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008949,Birmingham 122E
B14 4UH,52.413998,-1.865402,409252,279564,SP092795,Billesley,"Birmingham, unparished area",148,England,07/03/2023,E01008940,Birmingham 115B
B14 4WB,52.427519,-1.891098,407502,281065,SP075810,Billesley,"Birmingham, unparished area",151,England,07/03/2023,E01008968,Birmingham 110B
B14 4ZQ,52.427519,-1.891098,407502,281065,SP075810,Billesley,"Birmingham, unparished area",151,England,07/03/2023,E01008968,Birmingham 110B
B14 5AA,52.413575,-1.901188,406818,279513,SP068795,Druids Heath & Monyhull,"Birmingham, unparished area",155,England,07/03/2023,E01008974,Birmingham 118C
B14 5AB,52.413141,-1.898851,406977,279465,SP069794,Druids Heath & Monyhull,"Birmingham, unparished area",151,England,07/03/2023,E01008974,Birmingham 118C
B14 5AD,52.413923,-1.898085,407029,279552,SP070795,Druids Heath & Monyhull,"Birmingham, unparished area",154,England,07/03/2023,E01008974,Birmingham 118C
B14 5AE,52.414391,-1.898716,406986,279604,SP069796,Druids Heath & Monyhull,"Birmingham, unparished area",157,England,07/03/2023,E01008974,Birmingham 118C
B14 5AF,52.414052,-1.901584,406791,279566,SP067795,Druids Heath & Monyhull,"Birmingham, unparished area",158,England,07/03/2023,E01008974,Birmingham 118C
B14 5AG,52.413223,-1.900204,406885,279474,SP068794,Druids Heath & Monyhull,"Birmingham, unparished area",153,England,07/03/2023,E01008974,Birmingham 118C
B14 5AH,52.407699,-1.879865,408269,278862,SP082788,Highter's Heath,"Birmingham, unparished area",157,England,07/03/2023,E01008942,Birmingham 117A
B14 5AJ,52.405044,-1.885913,407858,278566,SP078785,Highter's Heath,"Birmingham, unparished area",165,England,07/03/2023,E01008948,Birmingham 122D
B14 5AL,52.41521,-1.890128,407570,279696,SP075796,Druids Heath & Monyhull,"Birmingham, unparished area",143,England,07/03/2023,E01008974,Birmingham 118C
B14 5AN,52.413575,-1.890603,407538,279514,SP075795,Druids Heath & Monyhull,"Birmingham, unparished area",141,England,07/03/2023,E01008974,Birmingham 118C
B14 5AP,52.415737,-1.890208,407564,279755,SP075797,Brandwood & King's Heath,"Birmingham, unparished area",145,England,07/03/2023,E01008971,Birmingham 117D
B14 5AR,52.414167,-1.890087,407573,279580,SP075795,Druids Heath & Monyhull,"Birmingham, unparished area",140,England,07/03/2023,E01008974,Birmingham 118C
B14 5AS,52.413496,-1.892955,407378,279505,SP073795,Druids Heath & Monyhull,"Birmingham, unparished area",147,England,07/03/2023,E01008974,Birmingham 118C
B14 5AU,52.414199,-1.894659,407262,279583,SP072795,Druids Heath & Monyhull,"Birmingham, unparished area",154,England,07/03/2023,E01008974,Birmingham 118C
B14 5AW,52.414099,-1.893439,407345,279572,SP073795,Druids Heath & Monyhull,"Birmingham, unparished area",151,England,07/03/2023,E01008974,Birmingham 118C
B14 5AX,52.41357,-1.895219,407224,279513,SP072795,Druids Heath & Monyhull,"Birmingham, unparished area",151,England,07/03/2023,E01008974,Birmingham 118C
B14 5BA,52.413713,-1.89441,407279,279529,SP072795,Druids Heath & Monyhull,"Birmingham, unparished area",152,England,07/03/2023,E01008974,Birmingham 118C
B14 5BB,52.413859,-1.896806,407116,279545,SP071795,Druids Heath & Monyhull,"Birmingham, unparished area",154,England,07/03/2023,E01008974,Birmingham 118C
B14 5BD,52.413374,-1.897425,407074,279491,SP070794,Druids Heath & Monyhull,"Birmingham, unparished area",152,England,07/03/2023,E01008974,Birmingham 118C
B14 5BE,52.414564,-1.891071,407506,279624,SP075796,Druids Heath & Monyhull,"Birmingham, unparished area",144,England,07/03/2023,E01008974,Birmingham 118C
B14 5BJ,52.407512,-1.878005,408396,278841,SP083788,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008947,Birmingham 122C
B14 5BL,52.41079,-1.883715,408007,279205,SP080792,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008943,Birmingham 117B
B14 5BN,52.410042,-1.881688,408145,279122,SP081791,Highter's Heath,"Birmingham, unparished area",147,England,07/03/2023,E01008943,Birmingham 117B
B14 5BP,52.410149,-1.880556,408222,279134,SP082791,Highter's Heath,"Birmingham, unparished area",150,England,07/03/2023,E01008943,Birmingham 117B
B14 5BS,52.408825,-1.87878,408343,278987,SP083789,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008942,Birmingham 117A
B14 5BT,52.407863,-1.878695,408349,278880,SP083788,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008942,Birmingham 117A
B14 5BU,52.408017,-1.8799,408267,278897,SP082788,Highter's Heath,"Birmingham, unparished area",156,England,07/03/2023,E01008942,Birmingham 117A
B14 5BX,52.409142,-1.880514,408225,279022,SP082790,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008942,Birmingham 117A
B14 5BY,52.408828,-1.881294,408172,278987,SP081789,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008942,Birmingham 117A
B14 5BZ,52.407763,-1.87724,408448,278869,SP084788,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008946,Birmingham 122B
B14 5DA,52.409602,-1.881983,408125,279073,SP081790,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008942,Birmingham 117A
B14 5DB,52.409827,-1.882835,408067,279098,SP080790,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008947,Birmingham 122C
B14 5DD,52.410589,-1.884502,407953,279183,SP079791,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008943,Birmingham 117B
B14 5DE,52.410576,-1.885715,407871,279181,SP078791,Highter's Heath,"Birmingham, unparished area",156,England,07/03/2023,E01008947,Birmingham 122C
B14 5DF,52.409928,-1.884305,407967,279109,SP079791,Highter's Heath,"Birmingham, unparished area",151,England,07/03/2023,E01008947,Birmingham 122C
B14 5DJ,52.409739,-1.884717,407939,279088,SP079790,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008947,Birmingham 122C
B14 5DL,52.40956,-1.885482,407887,279068,SP078790,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008947,Birmingham 122C
B14 5DN,52.4085,-1.88597,407854,278950,SP078789,Highter's Heath,"Birmingham, unparished area",155,England,07/03/2023,E01008948,Birmingham 122D
